"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:storage-content-oab-40-exame-provas-caderno-de-provas-direito-penal-1eev3u-pdf","storage/content/oab/40-exame/provas/caderno-de-provas-direito-penal-1eev3u.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-40-exame-provas-caderno-de-provas-direito-tributario-1std0g-pdf","storage/content/oab/40-exame/provas/caderno-de-provas-direito-tributario-1std0g.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-40-exame-questoes-questoes-extraidas-json","storage/content/oab/40-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","40o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-1ags","storage/content/oab/41-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1agscl.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-gdw","storage/content/oab/41-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-gdwb78.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-metadata-json","storage/content/oab/41-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-prova-tipo-1-19epxk-pdf","storage/content/oab/41-exame/provas/caderno-de-prova-tipo-1-19epxk.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-prova-tipo-2-9nh7u7-pdf","storage/content/oab/41-exame/provas/caderno-de-prova-tipo-2-9nh7u7.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-prova-tipo-3-9n0sub-pdf","storage/content/oab/41-exame/provas/caderno-de-prova-tipo-3-9n0sub.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-prova-tipo-4-13yqqo-pdf","storage/content/oab/41-exame/provas/caderno-de-prova-tipo-4-13yqqo.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-administrativo-402my0-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-administrativo-402my0.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-civil-1o4o4r-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-civil-1o4o4r.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-constitucional-qkez6x-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-constitucional-qkez6x.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-empresarial-172s0s-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-empresarial-172s0s.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-penal-ksdt00-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-penal-ksdt00.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-provas-caderno-de-provas-direito-tributario-hm4xng-pdf","storage/content/oab/41-exame/provas/caderno-de-provas-direito-tributario-hm4xng.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-41-exame-questoes-questoes-extraidas-json","storage/content/oab/41-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","41o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-oz8q","storage/content/oab/42-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-oz8qn8.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-d8c","storage/content/oab/42-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-d8co1o.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-metadata-json","storage/content/oab/42-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-prova-tipo-1-1l67c6-pdf","storage/content/oab/42-exame/provas/caderno-de-prova-tipo-1-1l67c6.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-prova-tipo-2-mfr81p-pdf","storage/content/oab/42-exame/provas/caderno-de-prova-tipo-2-mfr81p.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-prova-tipo-3-1muvj0-pdf","storage/content/oab/42-exame/provas/caderno-de-prova-tipo-3-1muvj0.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-prova-tipo-4-1ib9o8-pdf","storage/content/oab/42-exame/provas/caderno-de-prova-tipo-4-1ib9o8.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-administrativo-157co2-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-administrativo-157co2.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-civil-3gfgry-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-civil-3gfgry.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-constitucional-d1ziy9-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-constitucional-d1ziy9.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-do-trabalho-1twwac-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-do-trabalho-1twwac.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-empresarial-3gflxd-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-empresarial-3gflxd.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-penal-1uveat-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-penal-1uveat.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-provas-caderno-de-provas-direito-tributario-r6a39c-pdf","storage/content/oab/42-exame/provas/caderno-de-provas-direito-tributario-r6a39c.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-42-exame-questoes-questoes-extraidas-json","storage/content/oab/42-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","42o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-99gv","storage/content/oab/43-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-99gv56.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-atu","storage/content/oab/43-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-30-04-2025-dojv0d.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-metadata-json","storage/content/oab/43-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-prova-tipo-1-wjxb32-pdf","storage/content/oab/43-exame/provas/caderno-de-prova-tipo-1-wjxb32.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-prova-tipo-2-42gb3k-pdf","storage/content/oab/43-exame/provas/caderno-de-prova-tipo-2-42gb3k.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-prova-tipo-3-g7aski-pdf","storage/content/oab/43-exame/provas/caderno-de-prova-tipo-3-g7aski.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-prova-tipo-4-78iugs-pdf","storage/content/oab/43-exame/provas/caderno-de-prova-tipo-4-78iugs.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-administrativo-gmo2xi-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-administrativo-gmo2xi.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-civil-18xvwr-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-civil-18xvwr.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-constitucional-1bglgz-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-constitucional-1bglgz.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-do-trabalho-148sas-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-do-trabalho-148sas.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-empresarial-9o7pp5-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-empresarial-9o7pp5.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-penal-1791h6-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-penal-1791h6.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-provas-caderno-de-provas-direito-tributario-vm5lsm-pdf","storage/content/oab/43-exame/provas/caderno-de-provas-direito-tributario-vm5lsm.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-43-exame-questoes-questoes-extraidas-json","storage/content/oab/43-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","43o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-1ehc","storage/content/oab/44-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1ehcwq.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-lt9","storage/content/oab/44-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-lt9f0s.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-metadata-json","storage/content/oab/44-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-prova-tipo-1-bmn0xq-pdf","storage/content/oab/44-exame/provas/caderno-de-prova-tipo-1-bmn0xq.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-prova-tipo-2-rwnkr7-pdf","storage/content/oab/44-exame/provas/caderno-de-prova-tipo-2-rwnkr7.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-prova-tipo-3-1asweo-pdf","storage/content/oab/44-exame/provas/caderno-de-prova-tipo-3-1asweo.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-prova-tipo-4-1kws1b-pdf","storage/content/oab/44-exame/provas/caderno-de-prova-tipo-4-1kws1b.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-administrativo-7xzvov-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-administrativo-7xzvov.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-civil-11y2o9-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-civil-11y2o9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-constitucional-bmq3a-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-constitucional-bmq3a.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-do-trabalho-9htmgy-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-do-trabalho-9htmgy.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-empresarial-1wr9ta-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-empresarial-1wr9ta.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-penal-1xaiqz-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-penal-1xaiqz.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-provas-caderno-de-provas-direito-tributario-195his-pdf","storage/content/oab/44-exame/provas/caderno-de-provas-direito-tributario-195his.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-44-exame-questoes-questoes-extraidas-json","storage/content/oab/44-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","44o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-iamk","storage/content/oab/45-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-iamkq5.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-atu","storage/content/oab/45-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-22.12.2025-ghhg7q.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-metadata-json","storage/content/oab/45-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-prova-tipo-1-1e6sag-pdf","storage/content/oab/45-exame/provas/caderno-de-prova-tipo-1-1e6sag.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-prova-tipo-2-17lo3v-pdf","storage/content/oab/45-exame/provas/caderno-de-prova-tipo-2-17lo3v.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-prova-tipo-3-1kg5po-pdf","storage/content/oab/45-exame/provas/caderno-de-prova-tipo-3-1kg5po.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-prova-tipo-4-hp2j7m-pdf","storage/content/oab/45-exame/provas/caderno-de-prova-tipo-4-hp2j7m.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-administrativo-18f4gb-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-administrativo-18f4gb.pdf","prova PDF","OAB","Direito Administrativo","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-civil-6ysmi2-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-civil-6ysmi2.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-constitucional-jo56bf-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-constitucional-jo56bf.pdf","prova PDF","OAB","Direito Constitucional","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-do-trabalho-1gjqe9-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-do-trabalho-1gjqe9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-empresarial-1nc4hy-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-empresarial-1nc4hy.pdf","prova PDF","OAB","Direito Empresarial","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-penal-175dyx-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-penal-175dyx.pdf","prova PDF","OAB","Direito Penal","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-provas-caderno-de-provas-direito-tributario-11v67s-pdf","storage/content/oab/45-exame/provas/caderno-de-provas-direito-tributario-11v67s.pdf","prova PDF","OAB","Direito Tributário","","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-45-exame-questoes-questoes-extraidas-json","storage/content/oab/45-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","45o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-46-exame-gabaritos-gabaritos-definitivos-da-prova-objetiva-1-fase-1kiz","storage/content/oab/46-exame/gabaritos/gabaritos-definitivos-da-prova-objetiva-1-fase-1kizjh.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-atu","storage/content/oab/46-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-atualizado-em-04.05.2026-1wy91d.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-metadata-json","storage/content/oab/46-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-provas-caderno-de-prova-tipo-1-1dfntz-pdf","storage/content/oab/46-exame/provas/caderno-de-prova-tipo-1-1dfntz.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-provas-caderno-de-prova-tipo-2-1liuy6-pdf","storage/content/oab/46-exame/provas/caderno-de-prova-tipo-2-1liuy6.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-provas-caderno-de-prova-tipo-3-18v5bp-pdf","storage/content/oab/46-exame/provas/caderno-de-prova-tipo-3-18v5bp.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-provas-caderno-de-prova-tipo-4-8l7j5p-pdf","storage/content/oab/46-exame/provas/caderno-de-prova-tipo-4-8l7j5p.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-46-exame-questoes-questoes-extraidas-json","storage/content/oab/46-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","46o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-47-exame-metadata-json","storage/content/oab/47-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-5-exame-metadata-json","storage/content/oab/5-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-6-exame-metadata-json","storage/content/oab/6-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-gabaritos-gabaritos-preliminares-da-prova-objetiva-1-fase-9rqa","storage/content/oab/7-exame/gabaritos/gabaritos-preliminares-da-prova-objetiva-1-fase-9rqav3.pdf","gabarito/padrão de resposta","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-metadata-json","storage/content/oab/7-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-provas-caderno-de-prova-01-5noo95-pdf","storage/content/oab/7-exame/provas/caderno-de-prova-01-5noo95.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-provas-caderno-de-prova-02-1j1xvk-pdf","storage/content/oab/7-exame/provas/caderno-de-prova-02-1j1xvk.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-provas-caderno-de-prova-03-1j4qj9-pdf","storage/content/oab/7-exame/provas/caderno-de-prova-03-1j4qj9.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-provas-caderno-de-prova-04-9qlh4z-pdf","storage/content/oab/7-exame/provas/caderno-de-prova-04-9qlh4z.pdf","prova PDF","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-7-exame-questoes-questoes-extraidas-json","storage/content/oab/7-exame/questoes/questoes-extraidas.json","banco de questões","OAB","Ética Profissional","7o Exame OAB - Questao 1","local-only","planejar importacao/conexao","nao","Alta"
"content:storage-content-oab-8-exame-metadata-json","storage/content/oab/8-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:storage-content-oab-9-exame-metadata-json","storage/content/oab/9-exame/metadata.json","container pedagógico","OAB","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-oficial-da-pmns101-tipo-1-pdf","material-provas/fgv/provas PM/aluno_oficial_da_pmns101_tipo_1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-oficial-da-pmns101-tipo-2-pdf","material-provas/fgv/provas PM/aluno_oficial_da_pmns101_tipo_2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-oficial-da-pmns101-tipo-3-pdf","material-provas/fgv/provas PM/aluno_oficial_da_pmns101_tipo_3.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-oficial-da-pmns101-tipo-4-pdf","material-provas/fgv/provas PM/aluno_oficial_da_pmns101_tipo_4.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-oficial-da-pm-discursivansd101-tipo-1-pdf","material-provas/fgv/provas PM/aluno_oficial_da_pm_discursivansd101_tipo_1.pdf","prova PDF","Polícia Militar","Redação","","local-only","planejar importacao/conexao","nao","Alta"
"content:material-provas-fgv-provas-pm-aluno-soldado-da-pmnm001-tipo-1-pdf","material-provas/fgv/provas PM/aluno_soldado_da_pmnm001_tipo_1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-soldado-da-pmnm001-tipo-2-pdf","material-provas/fgv/provas PM/aluno_soldado_da_pmnm001_tipo_2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-soldado-da-pmnm001-tipo-3-pdf","material-provas/fgv/provas PM/aluno_soldado_da_pmnm001_tipo_3.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-soldado-da-pmnm001-tipo-4-pdf","material-provas/fgv/provas PM/aluno_soldado_da_pmnm001_tipo_4.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-aluno-soldado-da-pm-discursivanmd001-tipo-1-pdf","material-provas/fgv/provas PM/aluno_soldado_da_pm_discursivanmd001_tipo_1.pdf","prova PDF","Polícia Militar","Redação","","local-only","planejar importacao/conexao","nao","Alta"
"content:material-provas-fgv-provas-pm-anexo-sem-titulo-00306-4-pdf","material-provas/fgv/provas PM/anexo-sem-titulo-00306-4.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-anexo-sem-titulo-00312-1-pdf","material-provas/fgv/provas PM/anexo-sem-titulo-00312-1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-anexo-sem-titulo-00318-2-pdf","material-provas/fgv/provas PM/anexo-sem-titulo-00318-2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-anexo-sem-titulo-00324-3-pdf","material-provas/fgv/provas PM/anexo-sem-titulo-00324-3.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-cabo-pmcnm001-tipo-1-pdf","material-provas/fgv/provas PM/cabo-pmcnm001-tipo-1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-cabo-pmcnm001-tipo-2-pdf","material-provas/fgv/provas PM/cabo-pmcnm001-tipo-2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-cabo-pmcnm001-tipo-3-pdf","material-provas/fgv/provas PM/cabo-pmcnm001-tipo-3.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-cabo-pmcnm001-tipo-4-pdf","material-provas/fgv/provas PM/cabo-pmcnm001-tipo-4.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-cns101-aluno-oficial-combatentecns101-tipo-1-pdf","material-provas/fgv/provas PM/cns101-aluno-oficial-combatentecns101-tipo-1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
